id	category_id	description_en	author	from
CHALLENGE_368	VERSION_1_0	Dance like a lobster while saying the days of the week in a Jamaican accent!		
CHALLENGE_369	VERSION_1_0	Invent a new sport involving glitter and explain the rules!		
CHALLENGE_370	VERSION_1_0	Say a sentence using only words beginning with 'W'!		
CHALLENGE_371	VERSION_1_0	Say 3 words with 3 syllables!		
CHALLENGE_372	VERSION_1_0	Name the ingredients that would make the worst meal of all time!		
CHALLENGE_373	VERSION_1_0	Say '7 Second Challenge' using a different accent for each word!		
CHALLENGE_374	VERSION_1_0	Name 5 mythological creatures!		
CHALLENGE_375	VERSION_1_0	Which 3 possessions would you not choose to save in a fire?		
CHALLENGE_376	VERSION_1_0	Talk non-stop for 7 seconds without using the letter 'E'!		
CHALLENGE_377	VERSION_1_0	Using just your hands create 4 different types of hat!	Gareth	Facebook
CHALLENGE_378	VERSION_1_0	Do an impression of an antelope escaping a cheetah!	Tom	Twitter
CHALLENGE_379	VERSION_1_0	Flip an imaginary table, but then feel bad and tidy up!	James	E-Mail
CHALLENGE_380	VERSION_1_0	Tie your limbs in a knot and beg someone to untie you!	Nicolas 	Facebook
CHALLENGE_381	VERSION_1_0	Spin around five times!	Melisa 	Facebook
CHALLENGE_382	VERSION_1_0	Invent an alien greeting!	Lanna 	Facebook
CHALLENGE_383	VERSION_1_0	Spell out the word 'Legs' with your legs!	Craig	Facebook
CHALLENGE_384	VERSION_1_0	Cross the finish line of a marathon in slow motion!	Lili	Facebook
CHALLENGE_385	VERSION_1_0	Wrestle an imaginary great white shark trying to eat you!	Rhett	Facebook
CHALLENGE_386	VERSION_1_0	Turn your hands into two people and act out a wrestling match!	Julia	Facebook
CHALLENGE_387	VERSION_1_0	Do the crab!	Tony	Facebook
CHALLENGE_388	VERSION_1_0	Put a leg behind your head!	Michael	Facebook
CHALLENGE_389	VERSION_1_0	Hug an imaginary person then suddenly realise they were a porcupine!	Ram	Facebook
CHALLENGE_390	VERSION_1_0	Do the Can-can!	Ed	Facebook
CHALLENGE_391	VERSION_1_0	Pretend your ovaries just exploded!	Gareth	Twitter
CHALLENGE_392	VERSION_1_0	Act like a dramatic footballer who just slipped over!	Tom	E-Mail
CHALLENGE_393	VERSION_1_0	Clap like a seal!	James	Facebook
CHALLENGE_394	VERSION_1_0	Go from sad, to happy, to scared while continually making one noise!	Nicolas 	Facebook
CHALLENGE_395	VERSION_1_0	Pretend the camera is a really cute baby!	Melisa 	Facebook
CHALLENGE_396	VERSION_1_0	Do the loudest whistle you can!	Lanna 	Facebook
CHALLENGE_397	VERSION_1_0	Do 20 one handed claps!	Craig	Facebook
CHALLENGE_398	VERSION_1_0	Pretend your foot is a phone and answer a call!	Lili	Facebook
CHALLENGE_399	VERSION_1_0	Do a runway walk with a sassy spin and say 'WERK'!	Rhett	Facebook
CHALLENGE_400	VERSION_1_0	Name 3 dance styles then do an example of them!	Julia	Facebook
CHALLENGE_401	VERSION_1_0	Be a chair for the person holding the phone!	Tony	Facebook
CHALLENGE_402	VERSION_1_0	Pretend you just jumped out of a skydiving plane but forgot your parachute!	Michael	Facebook
CHALLENGE_403	VERSION_1_0	Convince us that you're levitating!	Ram	Facebook
CHALLENGE_404	VERSION_1_0	Count backwards from 10 with your mouth closed!	Ed	Twitter
CHALLENGE_405	VERSION_1_0	Touch your feet with your elbows!	Gareth	E-Mail
CHALLENGE_406	VERSION_1_0	Be a mime in a box which is rapidly filling with water!	Tom	Facebook
CHALLENGE_407	VERSION_1_0	Do impressions of 4 musical instruments and name them!	James	Facebook
CHALLENGE_408	VERSION_1_0	Pretend you're Gordon Ramsay and someone just burnt your toast!	Nicolas 	Facebook
CHALLENGE_409	VERSION_1_0	Do a backwards moonwalk!	Melisa 	Facebook
CHALLENGE_410	VERSION_1_0	Pretend to be Michael Jackson cleaning a kitchen!	Lanna 	Facebook
CHALLENGE_411	VERSION_1_0	Do the worm!	Craig	Facebook
CHALLENGE_412	VERSION_1_0	High five 10 objects in the room!	Lili	Facebook
CHALLENGE_413	VERSION_1_0	Do three muscle flexes like a body builder!	Rhett	Facebook
CHALLENGE_414	VERSION_1_0	Grab your ankles and walk in a circle!	Julia	Facebook
CHALLENGE_415	VERSION_1_0	Do head, shoulders, knees and toes backwards!	Tony	Facebook
CHALLENGE_416	VERSION_1_0	Touch your nose with your tongue!	Michael	Facebook
CHALLENGE_417	VERSION_1_0	Act like you're in a shampoo commercial!	Ram	Twitter
CHALLENGE_418	VERSION_1_0	Balance an object on your head without dropping it!	Ed	E-Mail
CHALLENGE_419	VERSION_1_0	Do an impression of a cat giving birth!	Gareth	Facebook
CHALLENGE_420	VERSION_1_0	Dance like you're made of jelly!	Tom	Facebook
CHALLENGE_421	VERSION_1_0	Act like you're melting whilst shouting the alphabet!	James	Facebook
CHALLENGE_422	VERSION_1_0	Act like you've just eaten the worst tasting thing EVER!	Nicolas 	Facebook
CHALLENGE_423	VERSION_1_0	Do a synchronized swimming routine!	Melisa 	Facebook
CHALLENGE_424	VERSION_1_0	Name three things that really annoy you!	Lanna 	Facebook
CHALLENGE_425	VERSION_1_0	Do a rain dance!	Craig	Facebook
CHALLENGE_426	VERSION_1_0	What does the fox say?	Lili	Facebook
CHALLENGE_427	VERSION_1_0	Do the robot!	Rhett	Facebook
CHALLENGE_428	VERSION_1_0	Say 3 things you wouldn't say to your mother!	Julia	Facebook
CHALLENGE_429	VERSION_1_0	Count to 10 whilst acting like you're being electrocuted!	Tony	Facebook
CHALLENGE_430	VERSION_1_0	Demonstate three martial arts moves and name them!	Michael	Twitter
CHALLENGE_431	VERSION_1_0	Become a human firework!	Ram	E-Mail
CHALLENGE_432	VERSION_1_0	Do an impression of the person holding the camera!	Ed	Facebook
CHALLENGE_433	VERSION_1_0	Be a mime in an invisible cube that's shrinking!	Gareth	Facebook
CHALLENGE_434	VERSION_1_0	Say 2 pick-up lines that would be terrible!	Tom	Facebook
CHALLENGE_435	VERSION_1_0	Say 3 things that would ruin a wedding!	James	Facebook
CHALLENGE_436	VERSION_1_0	Do a rap about yourself!	Nicolas 	Facebook
CHALLENGE_437	VERSION_1_0	Do a rap about the person holding the phone!	Melisa 	Facebook
CHALLENGE_438	VERSION_1_0	Pretend you built the tallest tower of cards ever and knocked it over!	Lanna 	Facebook
CHALLENGE_439	VERSION_1_0	Pretend you accidentally stood on a kid's sand castle!	Craig	Facebook
CHALLENGE_440	VERSION_1_0	Pretend you're a crocodile and eat the camera!	Lili	Facebook
CHALLENGE_441	VERSION_1_0	Do impressions of 3 cartoon characters and name them!	Rhett	Facebook
CHALLENGE_442	VERSION_1_0	Convince everyone the egg came before the chicken!	Julia	Facebook
CHALLENGE_443	VERSION_1_0	Explain a new theory of how the dinosaurs went extinct!	Tony	Twitter
CHALLENGE_444	VERSION_1_0	Name 3 memes!	Michael	E-Mail
CHALLENGE_445	VERSION_1_0	Tell the person holding the phone what's wrong with their outfit!	Ram	Facebook
CHALLENGE_446	VERSION_1_0	Pretend you're a ghost who scares someone then feels bad about it!	Ed	Facebook
CHALLENGE_447	VERSION_1_0	Quack the tune of the funeral march!	Gareth	Facebook
CHALLENGE_448	VERSION_1_0	Name 3 situations where it would be inappropriate to break into dance!	Tom	Facebook
CHALLENGE_449	VERSION_1_0	Break into song about your surroundings!	James	Facebook
CHALLENGE_450	VERSION_1_0	Do an air guitar solo!	Nicolas 	Facebook
CHALLENGE_451	VERSION_1_0	Name 3 things you would be allowed to throw at someone!	Melisa 	Facebook
CHALLENGE_452	VERSION_1_0	Say something that would really offend a dog!	Lanna 	Facebook
